"";"Ref";"Event";"C_Corr";"C_Prev";"Date";"Category";"Cat1";"Cat2";"Cat3"
"437";"GMC-BQA-100";TRUE;3387,93180061227;110,755934887103;2017-10-06 17:13:45;"GMC-BQA-";"GMC-";"BQA-";"100"
"2582";"VOLVBOG-104";TRUE;2777,06062969319;123,803618032009;2017-01-16 06:04:27;"VOLVBOG-";"VOLV";"BOG-";"104"
"1441";"MERCBOG-102";TRUE;2862,85957673811;79,9789367432566;2022-01-30 20:45:22;"MERCBOG-";"MERC";"BOG-";"102"
"3016";"VOLVCLO-105";TRUE;2750,26501998437;102,030524765256;2017-07-18 04:26:17;"VOLVCLO-";"VOLV";"CLO-";"105"
"1693";"VOLVMED-102";TRUE;4098,9097085664;98,0963154669283;2016-01-02 13:27:16;"VOLVMED-";"VOLV";"MED-";"102"
"1383";"VOLVBOG-102";TRUE;2673,39240567008;86,6971866054527;2024-03-08 08:49:11;"VOLVBOG-";"VOLV";"BOG-";"102"
"1376";"VOLVBOG-102";TRUE;2827,07784479381;89,7106091175006;2016-07-07 16:15:47;"VOLVBOG-";"VOLV";"BOG-";"102"
"602";"VOLVCLO-101";TRUE;3668,5000670602;91,2227556628781;2020-12-28 22:36:49;"VOLVCLO-";"VOLV";"CLO-";"101"
"44";"VOLVCLO-100";TRUE;2791,46011854034;95,6140691177978;2017-12-23 03:09:33;"VOLVCLO-";"VOLV";"CLO-";"100"
"3362";"MERCBQA-105";TRUE;3451,28804359749;114,243662319301;2018-12-18 02:08:14;"MERCBQA-";"MERC";"BQA-";"105"
"3536";"MERCMED-105";TRUE;2800,74239842305;111,733693479533;2021-12-15 19:11:51;"MERCMED-";"MERC";"MED-";"105"
"2262";"VOLVMED-103";TRUE;3451,28804359749;114,243662319301;2016-03-27 02:32:53;"VOLVMED-";"VOLV";"MED-";"103"
"1285";"MERCCLO-102";TRUE;3487,42597184764;89,8017380627335;2025-02-23 00:46:34;"MERCCLO-";"MERC";"CLO-";"102"
"2261";"VOLVMED-103";TRUE;2951,8989400231;102,869391701929;2016-01-27 14:17:59;"VOLVMED-";"VOLV";"MED-";"103"
"3343";"VOLVBQA-105";TRUE;4098,9097085664;98,0963154669283;2016-01-01 23:40:29;"VOLVBQA-";"VOLV";"BQA-";"105"
"3205";"MERCBOG-105";TRUE;2540,31777330012;115,048609987774;2024-05-26 20:26:06;"MERCBOG-";"MERC";"BOG-";"105"
"38";"VOLVCLO-100";TRUE;2295,24247892903;67,5768877926589;2026-10-25 07:31:39;"VOLVCLO-";"VOLV";"CLO-";"100"
"2610";"MERCBOG-104";TRUE;3389,61362998706;103,96636306455;2026-12-31 01:27:16;"MERCBOG-";"MERC";"BOG-";"104"
"3571";"GMC-MED-105";TRUE;3219,08347909678;106,834966233786;2016-12-22 18:06:01;"GMC-MED-";"GMC-";"MED-";"105"
"309";"VOLVBQA-100";TRUE;3959,65465027015;86,3443275831915;2016-12-23 10:47:01;"VOLVBQA-";"VOLV";"BQA-";"100"
"1925";"GMC-CLO-103";TRUE;3175,86565164881;102,417528115128;2019-09-26 10:50:31;"GMC-CLO-";"GMC-";"CLO-";"103"
"1336";"GMC-CLO-102";TRUE;2800,74239842305;111,733693479533;2025-03-17 03:38:06;"GMC-CLO-";"GMC-";"CLO-";"102"
"2433";"VOLVCLO-104";TRUE;2673,39240567008;86,6971866054527;2020-01-05 19:49:17;"VOLVCLO-";"VOLV";"CLO-";"104"
"2788";"MERCBQA-104";TRUE;2295,24247892903;67,5768877926589;2020-10-22 00:24:30;"MERCBQA-";"MERC";"BQA-";"104"
"2711";"VOLVBQA-104";TRUE;2951,8989400231;102,869391701929;2016-01-12 18:38:51;"VOLVBQA-";"VOLV";"BQA-";"104"
"90";"MERCCLO-100";TRUE;3227,15644285144;99,11463563976;2025-06-27 12:53:31;"MERCCLO-";"MERC";"CLO-";"100"
"564";"GMC-MED-100";TRUE;2985,13266902311;100,666825559609;2043-03-24 23:31:23;"GMC-MED-";"GMC-";"MED-";"100"
"1128";"MERCMED-101";TRUE;3781,64901404481;114,564624661378;2019-02-22 22:31:14;"MERCMED-";"MERC";"MED-";"101"
"965";"MERCBQA-101";TRUE;3639,84548099224;100,720255069706;2018-12-30 14:39:24;"MERCBQA-";"MERC";"BQA-";"101"
"497";"VOLVMED-100";TRUE;3258,80531710042;108,729284928119;2016-01-18 21:56:56;"VOLVMED-";"VOLV";"MED-";"100"
"3147";"GMC-CLO-105";TRUE;3258,80531710042;108,729284928119;2017-10-22 00:15:46;"GMC-CLO-";"GMC-";"CLO-";"105"
"405";"GMC-BQA-100";TRUE;2540,31777330012;115,048609987774;2019-11-09 08:39:38;"GMC-BQA-";"GMC-";"BQA-";"100"
"401";"GMC-BQA-100";TRUE;3168,96041928364;89,7210938493328;2019-07-03 13:34:30;"GMC-BQA-";"GMC-";"BQA-";"100"
"930";"VOLVBQA-101";TRUE;3063,08001353481;94,9072280466005;2016-01-07 07:52:39;"VOLVBQA-";"VOLV";"BQA-";"101"
"2091";"GMC-BOG-103";TRUE;2862,85957673811;79,9789367432566;2017-03-23 14:27:25;"GMC-BOG-";"GMC-";"BOG-";"103"
"971";"MERCBQA-101";TRUE;3219,08347909678;106,834966233786;2018-04-09 17:29:22;"MERCBQA-";"MERC";"BQA-";"101"
"3483";"VOLVMED-105";TRUE;2673,39240567008;86,6971866054527;2019-07-26 20:34:17;"VOLVMED-";"VOLV";"MED-";"105"
"512";"MERCMED-100";TRUE;3451,28804359749;114,243662319301;2020-09-28 03:36:10;"MERCMED-";"MERC";"MED-";"100"
"2289";"VOLVMED-103";TRUE;2693,79618043234;100,63702577562;2016-01-16 08:17:24;"VOLVMED-";"VOLV";"MED-";"103"
"2399";"GMC-MED-103";TRUE;2914,69837990568;106,796239372034;2022-01-02 07:15:33;"GMC-MED-";"GMC-";"MED-";"103"
"3181";"VOLVBOG-105";TRUE;2294,21829086763;105,881499047367;2018-09-26 03:56:35;"VOLVBOG-";"VOLV";"BOG-";"105"
"3162";"VOLVBOG-105";TRUE;3451,28804359749;114,243662319301;2016-04-16 23:00:47;"VOLVBOG-";"VOLV";"BOG-";"105"
"1966";"VOLVBOG-103";TRUE;2750,26501998437;102,030524765256;2017-11-18 03:29:17;"VOLVBOG-";"VOLV";"BOG-";"103"
"2103";"VOLVBQA-103";TRUE;3556,37883474677;87,2620945733379;2016-08-06 17:34:12;"VOLVBQA-";"VOLV";"BQA-";"103"
"1904";"GMC-CLO-103";TRUE;3299,47226683615;68,9729919941848;2026-01-16 03:41:47;"GMC-CLO-";"GMC-";"CLO-";"103"
"3480";"VOLVMED-105";TRUE;3063,08001353481;94,9072280466005;2016-01-15 19:13:47;"VOLVMED-";"VOLV";"MED-";"105"
"1467";"GMC-BOG-102";TRUE;3307,41486077546;100,698634997642;2071-05-17 01:51:50;"GMC-BOG-";"GMC-";"BOG-";"102"
"2773";"MERCBQA-104";TRUE;3078,17884203001;83,8115568487274;2017-08-26 18:25:21;"MERCBQA-";"MERC";"BQA-";"104"
"475";"VOLVMED-100";TRUE;3175,86565164881;102,417528115128;2016-03-21 15:13:19;"VOLVMED-";"VOLV";"MED-";"100"
"3068";"MERCCLO-105";TRUE;2885,86166586373;91,4322323153191;2025-02-15 07:28:34;"MERCCLO-";"MERC";"CLO-";"105"
"2040";"MERCBOG-103";TRUE;3227,15644285144;99,11463563976;2027-01-04 06:33:11;"MERCBOG-";"MERC";"BOG-";"103"
"1819";"VOLVCLO-103";TRUE;4061,32213436891;104,174391237608;2018-02-28 08:36:09;"VOLVCLO-";"VOLV";"CLO-";"103"
"753";"VOLVBOG-101";TRUE;3556,37883474677;87,2620945733379;2017-07-28 09:59:23;"VOLVBOG-";"VOLV";"BOG-";"101"
"1679";"VOLVMED-102";TRUE;3365,30690095832;96,9296390157773;2016-10-26 11:15:04;"VOLVMED-";"VOLV";"MED-";"102"
"2529";"GMC-CLO-104";TRUE;3365,30690095832;96,9296390157773;2022-12-11 23:30:42;"GMC-CLO-";"GMC-";"CLO-";"104"
"2698";"GMC-BOG-104";TRUE;2981,96983111694;110,211835682594;2041-06-05 17:20:14;"GMC-BOG-";"GMC-";"BOG-";"104"
"3441";"GMC-BQA-105";TRUE;2862,85957673811;79,9789367432566;2016-09-20 09:27:13;"GMC-BQA-";"GMC-";"BQA-";"105"
"2471";"MERCCLO-104";TRUE;3219,08347909678;106,834966233786;2020-10-02 07:12:49;"MERCCLO-";"MERC";"CLO-";"104"
"1261";"MERCCLO-102";TRUE;2951,8989400231;102,869391701929;2021-12-11 04:26:50;"MERCCLO-";"MERC";"CLO-";"102"
"2090";"GMC-BOG-103";TRUE;3227,15644285144;99,11463563976;2060-12-22 11:06:03;"GMC-BOG-";"GMC-";"BOG-";"103"
"1432";"MERCBOG-102";TRUE;2777,06062969319;123,803618032009;2025-04-24 12:05:33;"MERCBOG-";"MERC";"BOG-";"102"
"1005";"GMC-BQA-101";TRUE;2540,31777330012;115,048609987774;2019-10-31 11:45:08;"GMC-BQA-";"GMC-";"BQA-";"101"
"1599";"MERCBQA-102";TRUE;2914,69837990568;106,796239372034;2019-12-06 12:01:31;"MERCBQA-";"MERC";"BQA-";"102"
"798";"VOLVBOG-101";TRUE;2981,96983111694;110,211835682594;2020-12-21 15:42:26;"VOLVBOG-";"VOLV";"BOG-";"101"
"1721";"MERCMED-102";TRUE;3219,08347909678;106,834966233786;2020-05-22 21:54:11;"MERCMED-";"MERC";"MED-";"102"
"2792";"MERCBQA-104";TRUE;2760,77058612943;107,530164956805;2017-02-28 13:42:17;"MERCBQA-";"MERC";"BQA-";"104"
"3437";"GMC-BQA-105";TRUE;3387,93180061227;110,755934887103;2017-12-25 05:33:45;"GMC-BQA-";"GMC-";"BQA-";"105"
"2565";"VOLVBOG-104";TRUE;3639,84548099224;100,720255069706;2016-05-22 02:45:53;"VOLVBOG-";"VOLV";"BOG-";"104"
"1952";"VOLVBOG-103";TRUE;3668,5000670602;91,2227556628781;2023-10-19 14:55:57;"VOLVBOG-";"VOLV";"BOG-";"103"
"2570";"VOLVBOG-104";TRUE;3311,15502179908;98,2145791371737;2016-05-20 14:57:24;"VOLVBOG-";"VOLV";"BOG-";"104"
"2675";"GMC-BOG-104";TRUE;3175,86565164881;102,417528115128;2019-02-20 20:33:16;"GMC-BOG-";"GMC-";"BOG-";"104"
"3555";"GMC-MED-105";TRUE;2540,31777330012;115,048609987774;2022-09-09 21:59:14;"GMC-MED-";"GMC-";"MED-";"105"
"3530";"MERCMED-105";TRUE;3063,08001353481;94,9072280466005;2019-12-01 09:31:54;"MERCMED-";"MERC";"MED-";"105"
"588";"GMC-MED-100";TRUE;2295,24247892903;67,5768877926589;2058-06-26 03:24:23;"GMC-MED-";"GMC-";"MED-";"100"
"709";"GMC-CLO-101";TRUE;3959,65465027015;86,3443275831915;2027-11-14 12:16:25;"GMC-CLO-";"GMC-";"CLO-";"101"
"2752";"MERCBQA-104";TRUE;3668,5000670602;91,2227556628781;2020-05-01 04:40:31;"MERCBQA-";"MERC";"BQA-";"104"
"1742";"MERCMED-102";TRUE;2760,77058612943;107,530164956805;2018-04-20 16:18:48;"MERCMED-";"MERC";"MED-";"102"
"727";"GMC-CLO-101";TRUE;2300,97478826975;97,2531367388604;2028-07-12 15:31:33;"GMC-CLO-";"GMC-";"CLO-";"101"
"1520";"VOLVBQA-102";TRUE;3311,15502179908;98,2145791371737;2016-03-23 04:30:04;"VOLVBQA-";"VOLV";"BQA-";"102"
"712";"GMC-CLO-101";TRUE;3451,28804359749;114,243662319301;2019-06-20 14:58:51;"GMC-CLO-";"GMC-";"CLO-";"101"
"220";"MERCBOG-100";TRUE;3311,15502179908;98,2145791371737;2022-12-12 05:57:31;"MERCBOG-";"MERC";"BOG-";"100"
"3307";"VOLVBQA-105";TRUE;3167,77603086998;91,5650485499193;2017-02-09 00:26:15;"VOLVBQA-";"VOLV";"BQA-";"105"
"2740";"VOLVBQA-104";TRUE;3227,15644285144;99,11463563976;2020-04-13 04:52:20;"VOLVBQA-";"VOLV";"BQA-";"104"
"504";"MERCMED-100";TRUE;3299,47226683615;68,9729919941848;2022-03-19 12:42:48;"MERCMED-";"MERC";"MED-";"100"
"3195";"VOLVBOG-105";TRUE;2848,80441607821;96,7881976351315;2017-02-22 10:27:25;"VOLVBOG-";"VOLV";"BOG-";"105"
"3553";"GMC-MED-105";TRUE;3556,37883474677;87,2620945733379;2023-10-26 14:58:35;"GMC-MED-";"GMC-";"MED-";"105"
"451";"VOLVMED-100";TRUE;3168,96041928364;89,7210938493328;2016-09-27 03:35:45;"VOLVMED-";"VOLV";"MED-";"100"
"1949";"GMC-CLO-103";TRUE;2914,69837990568;106,796239372034;2023-05-24 06:54:09;"GMC-CLO-";"GMC-";"CLO-";"103"
"3599";"GMC-MED-105";TRUE;2914,69837990568;106,796239372034;2022-05-12 05:59:03;"GMC-MED-";"GMC-";"MED-";"105"
"2379";"GMC-MED-103";TRUE;3365,30690095832;96,9296390157773;2021-08-12 16:46:53;"GMC-MED-";"GMC-";"MED-";"103"
"1276";"MERCCLO-102";TRUE;2827,07784479381;89,7106091175006;2023-05-25 04:56:13;"MERCCLO-";"MERC";"CLO-";"102"
"1829";"VOLVCLO-103";TRUE;3365,30690095832;96,9296390157773;2016-11-12 22:12:01;"VOLVCLO-";"VOLV";"CLO-";"103"
"1899";"MERCCLO-103";TRUE;2914,69837990568;106,796239372034;2022-11-04 05:58:10;"MERCCLO-";"MERC";"CLO-";"103"
"3071";"MERCCLO-105";TRUE;3219,08347909678;106,834966233786;2021-03-09 18:06:21;"MERCCLO-";"MERC";"CLO-";"105"
"777";"VOLVBOG-101";TRUE;2300,97478826975;97,2531367388604;2018-10-14 06:46:16;"VOLVBOG-";"VOLV";"BOG-";"101"
"1810";"VOLVCLO-103";TRUE;3389,61362998706;103,96636306455;2020-09-15 01:43:37;"VOLVCLO-";"VOLV";"CLO-";"103"
"3155";"VOLVBOG-105";TRUE;2540,31777330012;115,048609987774;2017-03-27 05:50:41;"VOLVBOG-";"VOLV";"BOG-";"105"
"2769";"MERCBQA-104";TRUE;4061,32213436891;104,174391237608;2019-10-31 07:08:34;"MERCBQA-";"MERC";"BQA-";"104"
"2408";"VOLVCLO-104";TRUE;3868,47248096296;112,453942383267;2021-04-29 14:52:27;"VOLVCLO-";"VOLV";"CLO-";"104"
"1498";"GMC-BOG-102";TRUE;2981,96983111694;110,211835682594;2045-10-25 06:04:22;"GMC-BOG-";"GMC-";"BOG-";"102"
"3180";"VOLVBOG-105";TRUE;3063,08001353481;94,9072280466005;2016-01-14 08:43:48;"VOLVBOG-";"VOLV";"BOG-";"105"
"1314";"GMC-CLO-102";TRUE;2985,13266902311;100,666825559609;2047-03-18 01:57:50;"GMC-CLO-";"GMC-";"CLO-";"102"
"505";"MERCMED-100";TRUE;2540,31777330012;115,048609987774;2021-10-19 17:53:54;"MERCMED-";"MERC";"MED-";"100"
"2895";"VOLVMED-104";TRUE;2848,80441607821;96,7881976351315;2016-10-08 21:47:03;"VOLVMED-";"VOLV";"MED-";"104"
"2888";"VOLVMED-104";TRUE;2295,24247892903;67,5768877926589;2027-01-28 14:15:53;"VOLVMED-";"VOLV";"MED-";"104"
"62";"MERCCLO-100";TRUE;3451,28804359749;114,243662319301;2021-12-16 00:04:20;"MERCCLO-";"MERC";"CLO-";"100"
"1897";"MERCCLO-103";TRUE;3258,80531710042;108,729284928119;2021-02-04 02:08:18;"MERCCLO-";"MERC";"CLO-";"103"
"54";"MERCCLO-100";TRUE;3299,47226683615;68,9729919941848;2023-07-24 17:05:05;"MERCCLO-";"MERC";"CLO-";"100"
"1933";"GMC-CLO-103";TRUE;2673,39240567008;86,6971866054527;2034-06-12 11:57:07;"GMC-CLO-";"GMC-";"CLO-";"103"
"3548";"MERCMED-105";TRUE;2981,96983111694;110,211835682594;2023-01-14 13:24:36;"MERCMED-";"MERC";"MED-";"105"
"1365";"VOLVBOG-102";TRUE;3639,84548099224;100,720255069706;2016-06-20 00:59:01;"VOLVBOG-";"VOLV";"BOG-";"102"
"2411";"VOLVCLO-104";TRUE;2951,8989400231;102,869391701929;2016-02-04 20:09:02;"VOLVCLO-";"VOLV";"CLO-";"104"
"674";"MERCCLO-101";TRUE;3018,94046746395;100,155180440231;2022-02-12 14:14:54;"MERCCLO-";"MERC";"CLO-";"101"
"1146";"MERCMED-101";TRUE;3694,36722028799;102,657297675715;2023-02-21 14:54:47;"MERCMED-";"MERC";"MED-";"101"
"1155";"GMC-MED-101";TRUE;2540,31777330012;115,048609987774;2022-06-27 02:38:47;"GMC-MED-";"GMC-";"MED-";"101"
"2252";"VOLVMED-103";TRUE;3668,5000670602;91,2227556628781;2020-04-22 22:35:32;"VOLVMED-";"VOLV";"MED-";"103"
"3388";"MERCBQA-105";TRUE;2295,24247892903;67,5768877926589;2020-11-20 11:05:10;"MERCBQA-";"MERC";"BQA-";"105"
"2343";"MERCMED-103";TRUE;4098,9097085664;98,0963154669283;2019-02-13 12:31:07;"MERCMED-";"MERC";"MED-";"103"
"1834";"VOLVCLO-103";TRUE;2880,24426263342;123,500476235491;2018-01-17 07:17:10;"VOLVCLO-";"VOLV";"CLO-";"103"
"1201";"VOLVCLO-102";TRUE;3168,96041928364;89,7210938493328;2017-01-25 21:48:36;"VOLVCLO-";"VOLV";"CLO-";"102"
"2810";"GMC-BQA-104";TRUE;3389,61362998706;103,96636306455;2030-05-17 20:24:51;"GMC-BQA-";"GMC-";"BQA-";"104"
"1677";"VOLVMED-102";TRUE;2300,97478826975;97,2531367388604;2018-02-01 18:38:49;"VOLVMED-";"VOLV";"MED-";"102"
"1584";"MERCBQA-102";TRUE;2880,24426263342;123,500476235491;2020-06-30 06:11:31;"MERCBQA-";"MERC";"BQA-";"102"
"817";"MERCBOG-101";TRUE;3307,41486077546;100,698634997642;2027-04-10 23:25:33;"MERCBOG-";"MERC";"BOG-";"101"
"1076";"VOLVMED-101";TRUE;2827,07784479381;89,7106091175006;2016-05-11 15:23:34;"VOLVMED-";"VOLV";"MED-";"101"
"659";"MERCCLO-101";TRUE;3959,65465027015;86,3443275831915;2023-09-07 05:09:47;"MERCCLO-";"MERC";"CLO-";"101"
"3407";"GMC-BQA-105";TRUE;3167,77603086998;91,5650485499193;2022-10-19 08:40:57;"GMC-BQA-";"GMC-";"BQA-";"105"
"1865";"MERCCLO-103";TRUE;3639,84548099224;100,720255069706;2022-03-12 06:31:03;"MERCCLO-";"MERC";"CLO-";"103"
"1851";"MERCCLO-103";TRUE;3168,96041928364;89,7210938493328;2022-10-19 05:40:00;"MERCCLO-";"MERC";"CLO-";"103"
"3183";"VOLVBOG-105";TRUE;2673,39240567008;86,6971866054527;2022-03-23 11:23:24;"VOLVBOG-";"VOLV";"BOG-";"105"
"1884";"MERCCLO-103";TRUE;2880,24426263342;123,500476235491;2023-08-23 06:32:21;"MERCCLO-";"MERC";"CLO-";"103"
"1699";"VOLVMED-102";TRUE;2914,69837990568;106,796239372034;2016-11-28 18:02:18;"VOLVMED-";"VOLV";"MED-";"102"
"1045";"GMC-BQA-101";TRUE;2848,80441607821;96,7881976351315;2019-08-26 12:56:15;"GMC-BQA-";"GMC-";"BQA-";"101"
"2896";"VOLVMED-104";TRUE;3694,36722028799;102,657297675715;2019-11-14 18:24:13;"VOLVMED-";"VOLV";"MED-";"104"
"31";"VOLVCLO-100";TRUE;2294,21829086763;105,881499047367;2018-01-29 08:22:00;"VOLVCLO-";"VOLV";"CLO-";"100"
"2716";"VOLVBQA-104";TRUE;2750,26501998437;102,030524765256;2016-10-08 00:18:22;"VOLVBQA-";"VOLV";"BQA-";"104"
"3304";"VOLVBQA-105";TRUE;3299,47226683615;68,9729919941848;2016-10-10 15:10:48;"VOLVBQA-";"VOLV";"BQA-";"105"
"973";"MERCBQA-101";TRUE;3078,17884203001;83,8115568487274;2017-09-21 07:36:05;"MERCBQA-";"MERC";"BQA-";"101"
"1059";"VOLVMED-101";TRUE;3959,65465027015;86,3443275831915;2017-08-13 00:21:25;"VOLVMED-";"VOLV";"MED-";"101"
"1896";"MERCCLO-103";TRUE;3694,36722028799;102,657297675715;2024-03-21 04:40:32;"MERCCLO-";"MERC";"CLO-";"103"
"2976";"GMC-MED-104";TRUE;2827,07784479381;89,7106091175006;2019-06-10 21:53:06;"GMC-MED-";"GMC-";"MED-";"104"
"2501";"GMC-CLO-104";TRUE;3168,96041928364;89,7210938493328;2023-03-01 05:25:29;"GMC-CLO-";"GMC-";"CLO-";"104"
"1875";"MERCCLO-103";TRUE;3175,86565164881;102,417528115128;2021-12-16 05:42:03;"MERCCLO-";"MERC";"CLO-";"103"
"1873";"MERCCLO-103";TRUE;3078,17884203001;83,8115568487274;2019-11-23 03:55:37;"MERCCLO-";"MERC";"CLO-";"103"
"11";"VOLVCLO-100";TRUE;2951,8989400231;102,869391701929;2016-02-03 15:53:31;"VOLVCLO-";"VOLV";"CLO-";"100"
"761";"VOLVBOG-101";TRUE;2951,8989400231;102,869391701929;2016-01-22 17:59:11;"VOLVBOG-";"VOLV";"BOG-";"101"
"3076";"MERCCLO-105";TRUE;2827,07784479381;89,7106091175006;2022-08-15 07:42:05;"MERCCLO-";"MERC";"CLO-";"105"
"1912";"GMC-CLO-103";TRUE;3451,28804359749;114,243662319301;2019-08-02 10:53:17;"GMC-CLO-";"GMC-";"CLO-";"103"
"1529";"VOLVBQA-102";TRUE;3365,30690095832;96,9296390157773;2016-06-25 19:59:13;"VOLVBQA-";"VOLV";"BQA-";"102"
"2413";"VOLVCLO-104";TRUE;3047,01942053714;100,747960505768;2016-01-05 01:45:25;"VOLVCLO-";"VOLV";"CLO-";"104"
"2202";"GMC-BQA-103";TRUE;3668,5000670602;91,2227556628781;2027-08-27 10:09:50;"GMC-BQA-";"GMC-";"BQA-";"103"
"1630";"GMC-BQA-102";TRUE;3063,08001353481;94,9072280466005;2016-06-26 16:05:07;"GMC-BQA-";"GMC-";"BQA-";"102"
"3026";"VOLVCLO-105";TRUE;2827,07784479381;89,7106091175006;2016-07-12 05:39:14;"VOLVCLO-";"VOLV";"CLO-";"105"
"1233";"VOLVCLO-102";TRUE;2673,39240567008;86,6971866054527;2020-09-08 17:50:08;"VOLVCLO-";"VOLV";"CLO-";"102"
"3309";"VOLVBQA-105";TRUE;3959,65465027015;86,3443275831915;2016-12-04 10:06:40;"VOLVBQA-";"VOLV";"BQA-";"105"
"2160";"MERCBQA-103";TRUE;3389,61362998706;103,96636306455;2020-03-30 16:58:24;"MERCBQA-";"MERC";"BQA-";"103"
"3581";"GMC-MED-105";TRUE;2294,21829086763;105,881499047367;2026-11-25 18:28:38;"GMC-MED-";"GMC-";"MED-";"105"
"3487";"VOLVMED-105";TRUE;3387,93180061227;110,755934887103;2016-04-25 17:01:07;"VOLVMED-";"VOLV";"MED-";"105"
"1435";"MERCBOG-102";TRUE;3487,42597184764;89,8017380627335;2026-11-03 19:16:58;"MERCBOG-";"MERC";"BOG-";"102"
"1613";"GMC-BQA-102";TRUE;3047,01942053714;100,747960505768;2016-03-09 14:11:24;"GMC-BQA-";"GMC-";"BQA-";"102"
"2495";"MERCCLO-104";TRUE;2848,80441607821;96,7881976351315;2022-11-20 13:17:19;"MERCCLO-";"MERC";"CLO-";"104"
"3476";"VOLVMED-105";TRUE;2827,07784479381;89,7106091175006;2016-05-23 12:50:21;"VOLVMED-";"VOLV";"MED-";"105"
"1883";"MERCCLO-103";TRUE;2673,39240567008;86,6971866054527;2024-03-27 13:27:10;"MERCCLO-";"MERC";"CLO-";"103"
"1363";"VOLVBOG-102";TRUE;3047,01942053714;100,747960505768;2016-01-01 09:19:37;"VOLVBOG-";"VOLV";"BOG-";"102"
"72";"MERCCLO-100";TRUE;3026,15622811649;80,6312900526012;2022-02-27 04:01:28;"MERCCLO-";"MERC";"CLO-";"100"
"1198";"GMC-MED-101";TRUE;2981,96983111694;110,211835682594;2031-07-20 00:04:46;"GMC-MED-";"GMC-";"MED-";"101"
"846";"MERCBOG-101";TRUE;3694,36722028799;102,657297675715;2026-05-22 03:56:50;"MERCBOG-";"MERC";"BOG-";"101"
"1847";"VOLVCLO-103";TRUE;3258,80531710042;108,729284928119;2016-02-12 04:21:49;"VOLVCLO-";"VOLV";"CLO-";"103"
"1760";"GMC-MED-102";TRUE;3389,61362998706;103,96636306455;2045-06-06 00:14:15;"GMC-MED-";"GMC-";"MED-";"102"
"1422";"MERCBOG-102";TRUE;3026,15622811649;80,6312900526012;2023-11-25 05:03:32;"MERCBOG-";"MERC";"BOG-";"102"
"268";"GMC-BOG-100";TRUE;2885,86166586373;91,4322323153191;2062-01-19 16:56:57;"GMC-BOG-";"GMC-";"BOG-";"100"
"3086";"MERCCLO-105";TRUE;2800,74239842305;111,733693479533;2023-04-23 16:19:38;"MERCCLO-";"MERC";"CLO-";"105"
"1541";"VOLVBQA-102";TRUE;2862,85957673811;79,9789367432566;2016-01-14 05:58:50;"VOLVBQA-";"VOLV";"BQA-";"102"
"2410";"VOLVCLO-104";TRUE;3389,61362998706;103,96636306455;2021-08-31 06:06:51;"VOLVCLO-";"VOLV";"CLO-";"104"
"3484";"VOLVMED-105";TRUE;2880,24426263342;123,500476235491;2017-12-17 11:05:25;"VOLVMED-";"VOLV";"MED-";"105"
"745";"GMC-CLO-101";TRUE;2848,80441607821;96,7881976351315;2023-08-06 23:06:26;"GMC-CLO-";"GMC-";"CLO-";"101"
"2264";"VOLVMED-103";TRUE;2985,13266902311;100,666825559609;2020-11-05 08:09:19;"VOLVMED-";"VOLV";"MED-";"103"
"420";"GMC-BQA-100";TRUE;3311,15502179908;98,2145791371737;2017-12-12 17:55:03;"GMC-BQA-";"GMC-";"BQA-";"100"
"3237";"MERCBOG-105";TRUE;3387,93180061227;110,755934887103;2023-02-15 23:59:59;"MERCBOG-";"MERC";"BOG-";"105"
"1906";"GMC-CLO-103";TRUE;3468,83226061949;96,7250577844403;2023-12-23 15:45:29;"GMC-CLO-";"GMC-";"CLO-";"103"
"2547";"GMC-CLO-104";TRUE;3258,80531710042;108,729284928119;2017-06-19 15:13:28;"GMC-CLO-";"GMC-";"CLO-";"104"
"3104";"GMC-CLO-105";TRUE;3299,47226683615;68,9729919941848;2026-08-30 20:13:32;"GMC-CLO-";"GMC-";"CLO-";"105"
"1729";"MERCMED-102";TRUE;3365,30690095832;96,9296390157773;2022-07-19 18:44:50;"MERCMED-";"MERC";"MED-";"102"
"2821";"GMC-BQA-104";TRUE;3219,08347909678;106,834966233786;2016-06-20 23:30:27;"GMC-BQA-";"GMC-";"BQA-";"104"
"1959";"VOLVBOG-103";TRUE;3959,65465027015;86,3443275831915;2018-04-28 07:18:57;"VOLVBOG-";"VOLV";"BOG-";"103"
"1624";"GMC-BQA-102";TRUE;3018,94046746395;100,155180440231;2017-12-23 07:28:42;"GMC-BQA-";"GMC-";"BQA-";"102"
"2179";"MERCBQA-103";TRUE;3365,30690095832;96,9296390157773;2019-04-01 21:17:13;"MERCBQA-";"MERC";"BQA-";"103"
"2671";"GMC-BOG-104";TRUE;3219,08347909678;106,834966233786;2016-10-12 21:44:53;"GMC-BOG-";"GMC-";"BOG-";"104"
"3085";"MERCCLO-105";TRUE;3487,42597184764;89,8017380627335;2024-01-16 12:17:33;"MERCCLO-";"MERC";"CLO-";"105"
"1578";"MERCBQA-102";TRUE;3781,64901404481;114,564624661378;2018-03-03 13:26:00;"MERCBQA-";"MERC";"BQA-";"102"
"2248";"GMC-BQA-103";TRUE;2981,96983111694;110,211835682594;2024-03-23 10:38:31;"GMC-BQA-";"GMC-";"BQA-";"103"
"1477";"GMC-BOG-102";TRUE;2300,97478826975;97,2531367388604;2035-08-14 17:46:08;"GMC-BOG-";"GMC-";"BOG-";"102"
