"";"Ref";"Event";"C_Corr";"C_Prev";"Date";"Category";"Cat1";"Cat2";"Cat3"
"370";"ABBOTT AXSYM 12822";FALSE;0;0;"02/10/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"12822"
"371";"ABBOTT COLUMBUS 30503019";FALSE;0;0;"02/10/2006";"ABBOTT COLUMBUS";"ABBOTT";"COLUMBUS";"30503019"
"372";"BIOSYSTEMS BTS-370 830050116";TRUE;0;0;"02/10/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050116"
"373";"ABBOTT COLUMBUS 40512007";FALSE;0;0;"02/10/2006";"ABBOTT COLUMBUS";"ABBOTT";"COLUMBUS";"40512007"
"374";"ABBOTT IMX 30501";FALSE;0;0;"02/10/2006";"ABBOTT IMX";"ABBOTT";"IMX";"30501"
"375";"ABBOTT IMX 30501";FALSE;0;0;"02/10/2006";"ABBOTT IMX";"ABBOTT";"IMX";"30501"
"376";"ABBOTT AXSYM 12822";FALSE;0;0;"02/10/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"12822"
"377";"BIOSYSTEMS BTS-330 801340536";FALSE;0;0;"01/10/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340536"
"378";"BIOSYSTEMS BTS-370 830050383";FALSE;0;0;"29/09/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050383"
"379";"ABBOTT COLUMBUS 30506001";FALSE;0;0;"29/09/2006";"ABBOTT COLUMBUS";"ABBOTT";"COLUMBUS";"30506001"
"380";"ABBOTT AXSYM 20192";TRUE;0;0;"29/09/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"20192"
"381";"BIOSYSTEMS BTS-310 801033581";FALSE;0;0;"29/09/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801033581"
"382";"BIOSYSTEMS BTS-370 830050435";TRUE;0;0;"29/09/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050435"
"383";"BIOSYSTEMS BTS-330 801540968";TRUE;0;0;"29/09/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801540968"
"384";"BIOSYSTEMS BTS-310 801035686";FALSE;0;0;"29/09/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801035686"
"385";"DIATRON ABACUS 803164";TRUE;0;0;"28/09/2006";"DIATRON ABACUS";"DIATRON";"ABACUS";"803164"
"386";"ABBOTT i2000sr isr01976";TRUE;0;0;"28/09/2006";"ABBOTT i2000sr";"ABBOTT";"i2000sr";"isr01976"
"387";"BIOSYSTEMS A-25 831010495";TRUE;0;0;"28/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010495"
"388";"BIOSYSTEMS BTS-310 801033977";TRUE;0;0;"28/09/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801033977"
"389";"ANULADO ANULADO 2346";TRUE;0;0;"28/09/2006";"ANULADO ANULADO";"ANULADO";"ANULADO";"2346"
"390";"DIATRON ABACUS 803164";TRUE;0;0;"28/09/2006";"DIATRON ABACUS";"DIATRON";"ABACUS";"803164"
"391";"ABBOTT i2000sr isr01976";TRUE;0;0;"28/09/2006";"ABBOTT i2000sr";"ABBOTT";"i2000sr";"isr01976"
"392";"ARKRAY AUTION MINI 310043";FALSE;0;0;"28/09/2006";"ARKRAY AUTION MINI";"ARKRAY";"AUTION MINI";"310043"
"393";"BIOSYSTEMS BTS-330 801341767";FALSE;0;0;"28/09/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801341767"
"394";"BIOSYSTEMS BTS-330 801380188";TRUE;0;0;"27/09/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801380188"
"395";"ARKRAY AUTION MINI 308202";TRUE;0;0;"27/09/2006";"ARKRAY AUTION MINI";"ARKRAY";"AUTION MINI";"308202"
"396";"BIOSYSTEMS A-25 831010495";FALSE;0;0;"27/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010495"
"397";"BIOSYSTEMS A-25 831011330";TRUE;0;0;"27/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011330"
"398";"BIOSYSTEMS BTS-330 801340170";TRUE;0;0;"27/09/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340170"
"399";"BIOSYSTEMS BTS-310 801035270";FALSE;0;0;"27/09/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801035270"
"400";"BIOSYSTEMS BTS-330 801341483";FALSE;0;0;"27/09/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801341483"
"401";"BIOSYSTEMS A-25 831010495";TRUE;0;0;"26/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010495"
"402";"BIOSYSTEMS A-25 831011428";FALSE;0;0;"26/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011428"
"403";"ANULADO ANULADO 2346";TRUE;0;0;"26/09/2006";"ANULADO ANULADO";"ANULADO";"ANULADO";"2346"
"404";"BIOSYSTEMS A-25 831010365";FALSE;0;0;"25/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010365"
"405";"BIOSYSTEMS A-25 831011332";TRUE;0;0;"25/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011332"
"406";"BIOSYSTEMS A-25 831010110";FALSE;0;0;"25/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010110"
"407";"BIOSYSTEMS BTS-310 801034117";FALSE;0;0;"25/09/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801034117"
"408";"ABBOTT COLUMBUS 30503019";FALSE;0;0;"25/09/2006";"ABBOTT COLUMBUS";"ABBOTT";"COLUMBUS";"30503019"
"409";"BIOSYSTEMS BTS-370 830050116";TRUE;0;0;"25/09/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050116"
"410";"ARKRAY AUTION MINI 5019";TRUE;0;0;"25/09/2006";"ARKRAY AUTION MINI";"ARKRAY";"AUTION MINI";"5019"
"411";"BIOSYSTEMS A-25 831011134";TRUE;0;0;"23/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011134"
"412";"BIOSYSTEMS A-15 831050131";FALSE;0;0;"23/09/2006";"BIOSYSTEMS A-15";"BIOSYSTEMS";"A-15";"831050131"
"413";"ABBOTT SUNRISE ";FALSE;0;0;"22/09/2006";"ABBOTT SUNRISE";"ABBOTT";"SUNRISE";""
"414";"BIOSYSTEMS A-25 831010110";TRUE;0;0;"22/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010110"
"415";"BIOSYSTEMS A-25 831010365";FALSE;0;0;"22/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010365"
"416";"BIOSYSTEMS BTS-330 801341246";TRUE;0;0;"22/09/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801341246"
"417";"ABBOTT SUNRISE ";FALSE;0;0;"22/09/2006";"ABBOTT SUNRISE";"ABBOTT";"SUNRISE";""
"418";"DIATRON ABACUS JR 110246";FALSE;0;0;"22/09/2006";"DIATRON ABACUS JR";"DIATRON";"ABACUS JR";"110246"
"419";"BIOSYSTEMS BTS-330 801340808";FALSE;0;0;"21/09/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340808"
"420";"BIOSYSTEMS BTS-330 801342168";TRUE;0;0;"21/09/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801342168"
"421";"BIOSYSTEMS A-25 831010362";TRUE;0;0;"21/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010362"
"422";"ABBOTT IMX 31023";TRUE;0;0;"21/09/2006";"ABBOTT IMX";"ABBOTT";"IMX";"31023"
"423";"BIOSYSTEMS BTS-310 801035740";FALSE;0;0;"21/09/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801035740"
"424";"ABBOTT AXSYM 20116";TRUE;0;0;"20/09/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"20116"
"425";"BIOSYSTEMS A-25 831010279";TRUE;0;0;"20/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010279"
"426";"ABBOTT IMX 91038";TRUE;0;0;"20/09/2006";"ABBOTT IMX";"ABBOTT";"IMX";"91038"
"427";"ABBOTT SUNRISE 61263AF";TRUE;0;0;"20/09/2006";"ABBOTT SUNRISE";"ABBOTT";"SUNRISE";"61263AF"
"428";"ARKRAY AUTION MINI 311053";TRUE;0;0;"20/09/2006";"ARKRAY AUTION MINI";"ARKRAY";"AUTION MINI";"311053"
"429";"ABBOTT IMX 31023";TRUE;0;0;"20/09/2006";"ABBOTT IMX";"ABBOTT";"IMX";"31023"
"430";"ABBOTT AXSYM 20116";TRUE;0;0;"20/09/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"20116"
"431";"BIOSYSTEMS BTS-330 801341997";FALSE;0;0;"20/09/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801341997"
"432";"BIOSYSTEMS BTS-330 801341479";FALSE;0;0;"20/09/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801341479"
"433";"BIOSYSTEMS BTS-370 830050250";TRUE;0;0;"19/09/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050250"
"434";"BIOSYSTEMS BTS-330 801341173";TRUE;0;0;"19/09/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801341173"
"435";"BIOSYSTEMS BTS-310 801035031";FALSE;0;0;"19/09/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801035031"
"436";"BIOSYSTEMS BTS-330 801340464";TRUE;0;0;"19/09/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340464"
"437";"BIOSYSTEMS BTS-330 801341573";FALSE;0;0;"19/09/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801341573"
"438";"ABBOTT AXSYM 11219";TRUE;0;0;"18/09/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"11219"
"439";"BIOSYSTEMS A-25 831010132";TRUE;0;0;"18/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010132"
"440";"BIOSYSTEMS A-25 831010279";TRUE;0;0;"18/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010279"
"441";"BIOSYSTEMS BTS-310 801033803";FALSE;0;0;"18/09/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801033803"
"442";"ANULADO ANULADO 2346";TRUE;0;0;"18/09/2006";"ANULADO ANULADO";"ANULADO";"ANULADO";"2346"
"443";"ABBOTT AXSYM 11219";TRUE;0;0;"18/09/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"11219"
"444";"BIOSYSTEMS A-25 831010132";TRUE;0;0;"18/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010132"
"445";"ABBOTT AXSYM 20191";FALSE;0;0;"16/09/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"20191"
"446";"ABBOTT AXSYM 21900";TRUE;0;0;"16/09/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"21900"
"447";"DIATRON ABACUS JR 110031";FALSE;0;0;"15/09/2006";"DIATRON ABACUS JR";"DIATRON";"ABACUS JR";"110031"
"448";"ABBOTT AXSYM 11219";FALSE;0;0;"15/09/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"11219"
"449";"ARKRAY AUTION MINI 403048";TRUE;0;0;"15/09/2006";"ARKRAY AUTION MINI";"ARKRAY";"AUTION MINI";"403048"
"450";"BIOSYSTEMS A-25 831011397";TRUE;0;0;"15/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011397"
"451";"DIATRON ABACUS JR 110031";FALSE;0;0;"15/09/2006";"DIATRON ABACUS JR";"DIATRON";"ABACUS JR";"110031"
"452";"BIOSYSTEMS BTS-370 830050283";TRUE;0;0;"14/09/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050283"
"453";"DIATRON ARCUS 901516";FALSE;0;0;"14/09/2006";"DIATRON ARCUS";"DIATRON";"ARCUS";"901516"
"454";"ABBOTT AXSYM 12444";FALSE;0;0;"14/09/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"12444"
"455";"DIATRON ABACUS JR 110982";FALSE;0;0;"14/09/2006";"DIATRON ABACUS JR";"DIATRON";"ABACUS JR";"110982"
"456";"DIATRON ARCUS 901516";FALSE;0;0;"14/09/2006";"DIATRON ARCUS";"DIATRON";"ARCUS";"901516"
"457";"ANULADO ANULADO 2346";TRUE;0;0;"14/09/2006";"ANULADO ANULADO";"ANULADO";"ANULADO";"2346"
"458";"ANULADO ANULADO 1280";FALSE;0;0;"13/09/2006";"ANULADO ANULADO";"ANULADO";"ANULADO";"1280"
"459";"BIOSYSTEMS BTS-330 801341367";FALSE;0;0;"13/09/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801341367"
"460";"BIOSYSTEMS BTS-310 801031210";FALSE;0;0;"13/09/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801031210"
"461";"ABBOTT IMX 32425";FALSE;0;0;"13/09/2006";"ABBOTT IMX";"ABBOTT";"IMX";"32425"
"462";"DIATRON ABACUS 801037";FALSE;0;0;"13/09/2006";"DIATRON ABACUS";"DIATRON";"ABACUS";"801037"
"463";"BIOSYSTEMS A-25 831010132";FALSE;0;0;"13/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010132"
"464";"BIOSYSTEMS A-25 831011085";TRUE;0;0;"13/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011085"
"465";"BIOSYSTEMS A-25 831010521";TRUE;0;0;"13/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010521"
"466";"DIATRON ABACUS 801037";FALSE;0;0;"13/09/2006";"DIATRON ABACUS";"DIATRON";"ABACUS";"801037"
"467";"ABBOTT IMX 32425";FALSE;0;0;"13/09/2006";"ABBOTT IMX";"ABBOTT";"IMX";"32425"
"468";"BIOSYSTEMS BTS-310 801031210";FALSE;0;0;"13/09/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801031210"
"469";"BIOSYSTEMS A-25 831010132";FALSE;0;0;"13/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010132"
"470";"BIOSYSTEMS BTS-370 830050647";FALSE;0;0;"12/09/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050647"
"471";"ABBOTT IMX 16263";TRUE;0;0;"12/09/2006";"ABBOTT IMX";"ABBOTT";"IMX";"16263"
"472";"BIOSYSTEMS BTS-330 801342168";FALSE;0;0;"12/09/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801342168"
"473";"ABBOTT COLUMBUS 30506001";TRUE;0;0;"12/09/2006";"ABBOTT COLUMBUS";"ABBOTT";"COLUMBUS";"30506001"
"474";"BIOSYSTEMS A-25 831011242";TRUE;0;0;"12/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011242"
"475";"BIOSYSTEMS A-25 831010549";TRUE;0;0;"12/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010549"
"476";"DIATRON ABACUS JR 110714";FALSE;0;0;"12/09/2006";"DIATRON ABACUS JR";"DIATRON";"ABACUS JR";"110714"
"477";"ABBOTT IMX 32112";TRUE;0;0;"12/09/2006";"ABBOTT IMX";"ABBOTT";"IMX";"32112"
"478";"DIATRON ABACUS JR 110758";FALSE;0;0;"12/09/2006";"DIATRON ABACUS JR";"DIATRON";"ABACUS JR";"110758"
"479";"BIOSYSTEMS A-25 831010420";TRUE;0;0;"12/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010420"
"480";"BIOSYSTEMS A-25 831010420";TRUE;0;0;"12/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010420"
"481";"BIOSYSTEMS BTS-370 830050647";FALSE;0;0;"12/09/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050647"
"482";"ABBOTT IMX 16263";TRUE;0;0;"12/09/2006";"ABBOTT IMX";"ABBOTT";"IMX";"16263"
"483";"BIOSYSTEMS BTS-310 801032981";FALSE;0;0;"12/09/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801032981"
"484";"BIOSYSTEMS A-15 831050121";FALSE;0;0;"11/09/2006";"BIOSYSTEMS A-15";"BIOSYSTEMS";"A-15";"831050121"
"485";"DIATRON ARCUS 901567";TRUE;0;0;"11/09/2006";"DIATRON ARCUS";"DIATRON";"ARCUS";"901567"
"486";"ABBOTT IMX 32425";FALSE;0;0;"11/09/2006";"ABBOTT IMX";"ABBOTT";"IMX";"32425"
"487";"BIOSYSTEMS A-25 831011085";TRUE;0;0;"11/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011085"
"488";"BIOSYSTEMS A-25 831011207";TRUE;0;0;"11/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011207"
"489";"BIOSYSTEMS BTS-330 801341173";TRUE;0;0;"11/09/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801341173"
"490";"BIOSYSTEMS A-25 831010549";TRUE;0;0;"11/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010549"
"491";"DIATRON ARCUS 901567";TRUE;0;0;"11/09/2006";"DIATRON ARCUS";"DIATRON";"ARCUS";"901567"
"492";"ABBOTT IMX 32425";FALSE;0;0;"11/09/2006";"ABBOTT IMX";"ABBOTT";"IMX";"32425"
"493";"BIOSYSTEMS A-15 831050133";FALSE;0;0;"11/09/2006";"BIOSYSTEMS A-15";"BIOSYSTEMS";"A-15";"831050133"
"494";"ABBOTT INCUBADORA TORAX";TRUE;0;0;"08/09/2006";"ABBOTT INCUBADORA";"ABBOTT";"INCUBADORA";"TORAX"
"495";"BIOSYSTEMS A-25 831010279";TRUE;0;0;"08/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010279"
"496";"ABBOTT IMX 32435";FALSE;0;0;"07/09/2006";"ABBOTT IMX";"ABBOTT";"IMX";"32435"
"497";"BIOSYSTEMS BTS-330 801340944";FALSE;0;0;"07/09/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340944"
"498";"ABBOTT SUNRISE ";TRUE;0;0;"07/09/2006";"ABBOTT SUNRISE";"ABBOTT";"SUNRISE";""
"499";"BIOSYSTEMS BTS-310 801035685";FALSE;0;0;"07/09/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801035685"
"500";"BIOSYSTEMS A-25 831011368";FALSE;0;0;"06/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011368"
"501";"DIATRON ABACUS JR 110937";FALSE;0;0;"06/09/2006";"DIATRON ABACUS JR";"DIATRON";"ABACUS JR";"110937"
"502";"ABBOTT COLUMBUS 6041956";TRUE;0;0;"05/09/2006";"ABBOTT COLUMBUS";"ABBOTT";"COLUMBUS";"6041956"
"503";"BIOSYSTEMS A-25 831011107";TRUE;0;0;"05/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011107"
"504";"ABBOTT AXSYM 29153";TRUE;0;0;"05/09/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"29153"
"505";"DIATRON ABACUS JR 110507";TRUE;0;0;"05/09/2006";"DIATRON ABACUS JR";"DIATRON";"ABACUS JR";"110507"
"506";"BIOSYSTEMS A-25 831011088";FALSE;0;0;"04/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011088"
"507";"BIOSYSTEMS BTS-330 801340404";FALSE;0;0;"04/09/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340404"
"508";"BIOSYSTEMS BTS-370 830050315";TRUE;0;0;"04/09/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050315"
"509";"BIOSYSTEMS BTS-330 801341311";TRUE;0;0;"04/09/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801341311"
"510";"BIOSYSTEMS A-25 831011088";FALSE;0;0;"04/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011088"
"511";"ABBOTT SUNRISE 61263AF";TRUE;0;0;"03/09/2006";"ABBOTT SUNRISE";"ABBOTT";"SUNRISE";"61263AF"
"512";"DIATRON ABACUS JR 110600";TRUE;0;0;"02/09/2006";"DIATRON ABACUS JR";"DIATRON";"ABACUS JR";"110600"
"513";"BIOSYSTEMS A-25 831011561";FALSE;0;0;"02/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011561"
"514";"BIOSYSTEMS A-25 831011561";FALSE;0;0;"02/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011561"
"515";"BIOSYSTEMS A-25 831010518";FALSE;0;0;"01/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010518"
"516";"BIOSYSTEMS BTS-370 830050315";TRUE;0;0;"01/09/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050315"
"517";"BIOSYSTEMS BTS-370 830010461";TRUE;0;0;"01/09/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830010461"
"518";"BIOSYSTEMS A-25 831010420";TRUE;0;0;"01/09/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010420"
"519";"BIOSYSTEMS BTS-310 801032362";FALSE;0;0;"31/08/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801032362"
"520";"DIATRON ABACUS JR 111006";FALSE;0;0;"31/08/2006";"DIATRON ABACUS JR";"DIATRON";"ABACUS JR";"111006"
"521";"ABBOTT COLUMBUS 30506002";FALSE;0;0;"31/08/2006";"ABBOTT COLUMBUS";"ABBOTT";"COLUMBUS";"30506002"
"522";"BIOSYSTEMS BTS-330 801340536";FALSE;0;0;"31/08/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340536"
"523";"BIOSYSTEMS A-15 831050124";FALSE;0;0;"31/08/2006";"BIOSYSTEMS A-15";"BIOSYSTEMS";"A-15";"831050124"
"524";"ABBOTT SUNRISE ";TRUE;0;0;"31/08/2006";"ABBOTT SUNRISE";"ABBOTT";"SUNRISE";""
"525";"ABBOTT COLUMBUS 83101085";FALSE;0;0;"30/08/2006";"ABBOTT COLUMBUS";"ABBOTT";"COLUMBUS";"83101085"
"526";"BIOSYSTEMS BTS-330 801341996";FALSE;0;0;"30/08/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801341996"
"527";"BIOSYSTEMS A-25 831010527";FALSE;0;0;"30/08/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010527"
"528";"ARKRAY AUTION MINI 311033";FALSE;0;0;"30/08/2006";"ARKRAY AUTION MINI";"ARKRAY";"AUTION MINI";"311033"
"529";"BIOSYSTEMS A-25 831011330";TRUE;0;0;"30/08/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011330"
"530";"BIOSYSTEMS BTS-370 830050672";TRUE;0;0;"30/08/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050672"
"531";"DIATRON ARCUS 901102";FALSE;0;0;"30/08/2006";"DIATRON ARCUS";"DIATRON";"ARCUS";"901102"
"532";"BIOSYSTEMS BTS-370 830030365";FALSE;0;0;"30/08/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830030365"
"533";"BIOSYSTEMS A-25 831010539";TRUE;0;0;"30/08/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010539"
"534";"BIOSYSTEMS BTS-370 830050389";TRUE;0;0;"29/08/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050389"
"535";"BIOSYSTEMS A-25 831010366";TRUE;0;0;"29/08/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010366"
"536";"BIOSYSTEMS BTS-330 801340172";TRUE;0;0;"29/08/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340172"
"537";"ARKRAY AUTION MINI 402144";FALSE;0;0;"28/08/2006";"ARKRAY AUTION MINI";"ARKRAY";"AUTION MINI";"402144"
"538";"ABBOTT i2000sr isr01976";FALSE;0;0;"28/08/2006";"ABBOTT i2000sr";"ABBOTT";"i2000sr";"isr01976"
"539";"ARKRAY AUTION MINI 6036";FALSE;0;0;"28/08/2006";"ARKRAY AUTION MINI";"ARKRAY";"AUTION MINI";"6036"
"540";"BIOSYSTEMS A-25 831011132";FALSE;0;0;"28/08/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011132"
"541";"DIATRON ABACUS 803155";FALSE;0;0;"28/08/2006";"DIATRON ABACUS";"DIATRON";"ABACUS";"803155"
"542";"BIOSYSTEMS BTS-330 801340503";FALSE;0;0;"28/08/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340503"
"543";"ABBOTT i2000sr isr01976";TRUE;0;0;"28/08/2006";"ABBOTT i2000sr";"ABBOTT";"i2000sr";"isr01976"
"544";"ABBOTT INCUBADORA SANIGN";TRUE;0;0;"28/08/2006";"ABBOTT INCUBADORA";"ABBOTT";"INCUBADORA";"SANIGN"
"545";"ARKRAY AUTION MINI 5019";TRUE;0;0;"28/08/2006";"ARKRAY AUTION MINI";"ARKRAY";"AUTION MINI";"5019"
"546";"BIOSYSTEMS BTS-330 801340489";TRUE;0;0;"28/08/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340489"
"547";"DIATRON ABACUS 803155";FALSE;0;0;"28/08/2006";"DIATRON ABACUS";"DIATRON";"ABACUS";"803155"
"548";"ABBOTT i2000sr isr01976";FALSE;0;0;"28/08/2006";"ABBOTT i2000sr";"ABBOTT";"i2000sr";"isr01976"
"549";"BIOSYSTEMS BTS-330 801340503";FALSE;0;0;"28/08/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340503"
"550";"ARKRAY AUTION MINI 6036";FALSE;0;0;"28/08/2006";"ARKRAY AUTION MINI";"ARKRAY";"AUTION MINI";"6036"
"551";"ABBOTT i2000sr isr01976";TRUE;0;0;"28/08/2006";"ABBOTT i2000sr";"ABBOTT";"i2000sr";"isr01976"
"552";"BIOSYSTEMS A-25 831011495";TRUE;0;0;"28/08/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011495"
"553";"BIOSYSTEMS BTS-370 830050469";FALSE;0;0;"26/08/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050469"
